source city,source country,source cont.,dest. city,dest. country,dest. cont.,active
Kerkyra/corfu,Greece,EU.,Hahn,Germany,EU.,Y
Kerkyra/corfu,Greece,EU.,Leeds,United Kingdom,EU.,Y
Kerkyra/corfu,Greece,EU.,Manchester,United Kingdom,EU.,Y
Kerkyra/corfu,Greece,EU.,Weeze,Germany,EU.,Y
Kerkyra/corfu,Greece,EU.,Prestwick,United Kingdom,EU.,Y
Kerkyra/corfu,Greece,EU.,Rygge,Norway,EU.,Y
Kerkyra/corfu,Greece,EU.,London,United Kingdom,EU.,Y
Cologne,Germany,EU.,Malaga,Spain,EU.,Y
Cologne,Germany,EU.,Faro,Portugal,EU.,Y
Cologne,Germany,EU.,Gerona,Spain,EU.,Y
Cologne,Germany,EU.,Palma de Mallorca,Spain,EU.,Y
Chania,Greece,EU.,Bergamo,Italy,EU.,Y
Chania,Greece,EU.,Billund,Denmark,EU.,Y
Chania,Greece,EU.,Bologna,Italy,EU.,Y
Chania,Greece,EU.,Bremen,Germany,EU.,Y
Chania,Greece,EU.,Bristol,United Kingdom,EU.,Y
Chania,Greece,EU.,Rome,Italy,EU.,Y
Chania,Greece,EU.,Charleroi,Belgium,EU.,Y
Chania,Greece,EU.,Eindhoven,Netherlands,EU.,Y
Chania,Greece,EU.,East Midlands,United Kingdom,EU.,Y
Chania,Greece,EU.,Memmingen,Germany,EU.,Y
Chania,Greece,EU.,Hahn,Germany,EU.,Y
Chania,Greece,EU.,Katowice,Poland,EU.,Y
Chania,Greece,EU.,Leeds,United Kingdom,EU.,Y
Chania,Greece,EU.,Marseille,France,EU.,Y
Chania,Greece,EU.,Weeze,Germany,EU.,Y
Chania,Greece,EU.,Stockholm,Sweden,EU.,Y
Chania,Greece,EU.,Paphos,Cyprus,EU.,Y
Chania,Greece,EU.,Prestwick,United Kingdom,EU.,Y
Chania,Greece,EU.,Pisa,Italy,EU.,Y
Chania,Greece,EU.,Rygge,Norway,EU.,Y
Chania,Greece,EU.,Thessaloniki,Greece,EU.,Y
Chania,Greece,EU.,London,United Kingdom,EU.,Y
Chania,Greece,EU.,Treviso,Italy,EU.,Y
Chania,Greece,EU.,Vilnius,Lithuania,EU.,Y
Chania,Greece,EU.,Warsaw,Poland,EU.,Y
Chania,Greece,EU.,Wroclaw,Poland,EU.,Y
Rome,Italy,EU.,Alghero,Italy,EU.,Y
Rome,Italy,EU.,Barcelona,Spain,EU.,Y
Rome,Italy,EU.,Brindisi,Italy,EU.,Y
Rome,Italy,EU.,Bergamo,Italy,EU.,Y
Rome,Italy,EU.,Billund,Denmark,EU.,Y
Rome,Italy,EU.,Bordeaux,France,EU.,Y
Rome,Italy,EU.,Bremen,Germany,EU.,Y
Rome,Italy,EU.,Bari,Italy,EU.,Y
Rome,Italy,EU.,Bratislava,Slovakia,EU.,Y
Rome,Italy,EU.,Budapest,Hungary,EU.,Y
Rome,Italy,EU.,Beauvais,France,EU.,Y
Rome,Italy,EU.,Cagliari,Italy,EU.,Y
Rome,Italy,EU.,Kerkyra/corfu,Greece,EU.,Y
Rome,Italy,EU.,Chania,Greece,EU.,Y
Rome,Italy,EU.,Charleroi,Belgium,EU.,Y
Rome,Italy,EU.,Cuneo,Italy,EU.,Y
Rome,Italy,EU.,Dublin,Ireland,EU.,Y
Rome,Italy,EU.,Edinburgh,United Kingdom,EU.,Y
Rome,Italy,EU.,Eindhoven,Netherlands,EU.,Y
Rome,Italy,EU.,East Midlands,United Kingdom,EU.,Y
Rome,Italy,EU.,Fes,Morocco,AF.,Y
Rome,Italy,EU.,Karlsruhe/Baden-Baden,Germany,EU.,Y
Rome,Italy,EU.,Memmingen,Germany,EU.,Y
Rome,Italy,EU.,Gothenborg,Sweden,EU.,Y
Rome,Italy,EU.,Hahn,Germany,EU.,Y
Rome,Italy,EU.,Ibiza,Spain,EU.,Y
Rome,Italy,EU.,Kos,Greece,EU.,Y
Rome,Italy,EU.,Krakow,Poland,EU.,Y
Rome,Italy,EU.,Leipzig,Germany,EU.,Y
Rome,Italy,EU.,Madrid,Spain,EU.,Y
Rome,Italy,EU.,Manchester,United Kingdom,EU.,Y
Rome,Italy,EU.,Marseille,France,EU.,Y
Rome,Italy,EU.,Weeze,Germany,EU.,Y
Rome,Italy,EU.,Stockholm,Sweden,EU.,Y
Rome,Italy,EU.,Porto,Portugal,EU.,Y
Rome,Italy,EU.,Paphos,Cyprus,EU.,Y
Rome,Italy,EU.,Prestwick,United Kingdom,EU.,Y
Rome,Italy,EU.,Palma de Mallorca,Spain,EU.,Y
Rome,Italy,EU.,Poznan,Poland,EU.,Y
Rome,Italy,EU.,Marrakech,Morocco,AF.,Y
Rome,Italy,EU.,Rhodos,Greece,EU.,Y
Rome,Italy,EU.,Rygge,Norway,EU.,Y
Rome,Italy,EU.,Santander,Spain,EU.,Y
Rome,Italy,EU.,Thessaloniki,Greece,EU.,Y
Rome,Italy,EU.,London,United Kingdom,EU.,Y
Rome,Italy,EU.,Sevilla,Spain,EU.,Y
Rome,Italy,EU.,Trapani,Italy,EU.,Y
Rome,Italy,EU.,Valencia,Spain,EU.,Y
Rome,Italy,EU.,Vilnius,Lithuania,EU.,Y
Rome,Italy,EU.,Warsaw,Poland,EU.,Y
Rome,Italy,EU.,Wroclaw,Poland,EU.,Y
Constanta,Romania,EU.,Bergamo,Italy,EU.,Y
Constanta,Romania,EU.,Pisa,Italy,EU.,Y
Charleroi,Belgium,EU.,Las Palmas,Spain,EU.,Y
Charleroi,Belgium,EU.,Agadir,Morocco,AF.,Y
Charleroi,Belgium,EU.,Malaga,Spain,EU.,Y
Charleroi,Belgium,EU.,Alghero,Italy,EU.,Y
Charleroi,Belgium,EU.,Alicante,Spain,EU.,Y
Charleroi,Belgium,EU.,Ancona,Italy,EU.,Y
Charleroi,Belgium,EU.,Barcelona,Spain,EU.,Y
Charleroi,Belgium,EU.,Brindisi,Italy,EU.,Y
Charleroi,Belgium,EU.,Bergamo,Italy,EU.,Y
Charleroi,Belgium,EU.,Biarritz-bayonne,France,EU.,Y
Charleroi,Belgium,EU.,Bologna,Italy,EU.,Y
Charleroi,Belgium,EU.,Bordeaux,France,EU.,Y
Charleroi,Belgium,EU.,Bari,Italy,EU.,Y
Charleroi,Belgium,EU.,Bratislava,Slovakia,EU.,Y
Charleroi,Belgium,EU.,Budapest,Hungary,EU.,Y
Charleroi,Belgium,EU.,Cagliari,Italy,EU.,Y
Charleroi,Belgium,EU.,Carcassonne,France,EU.,Y
Charleroi,Belgium,EU.,Clermont-Ferrand,France,EU.,Y
Charleroi,Belgium,EU.,Kerkyra/corfu,Greece,EU.,Y
Charleroi,Belgium,EU.,Chania,Greece,EU.,Y
Charleroi,Belgium,EU.,Rome,Italy,EU.,Y
Charleroi,Belgium,EU.,Dublin,Ireland,EU.,Y
Charleroi,Belgium,EU.,Edinburgh,United Kingdom,EU.,Y
Charleroi,Belgium,EU.,Bergerac,France,EU.,Y
Charleroi,Belgium,EU.,Essadouira,Morocco,AF.,Y
Charleroi,Belgium,EU.,Faro,Portugal,EU.,Y
Charleroi,Belgium,EU.,Fes,Morocco,AF.,Y
Charleroi,Belgium,EU.,Nimes,France,EU.,Y
Charleroi,Belgium,EU.,Figari,France,EU.,Y
Charleroi,Belgium,EU.,Fuerteventura,Spain,EU.,Y
Charleroi,Belgium,EU.,Genoa,Italy,EU.,Y
Charleroi,Belgium,EU.,Gerona,Spain,EU.,Y
Charleroi,Belgium,EU.,Ibiza,Spain,EU.,Y
Charleroi,Belgium,EU.,Krakow,Poland,EU.,Y
Charleroi,Belgium,EU.,Almeria,Spain,EU.,Y
Charleroi,Belgium,EU.,Gran Canaria,Spain,EU.,Y
Charleroi,Belgium,EU.,La Rochelle,France,EU.,Y
Charleroi,Belgium,EU.,Madrid,Spain,EU.,Y
Charleroi,Belgium,EU.,Manchester,United Kingdom,EU.,Y
Charleroi,Belgium,EU.,Montpellier,France,EU.,Y
Charleroi,Belgium,EU.,Marseille,France,EU.,Y
Charleroi,Belgium,EU.,El Aroui,Morocco,AF.,Y
Charleroi,Belgium,EU.,Stockholm,Sweden,EU.,Y
Charleroi,Belgium,EU.,Porto,Portugal,EU.,Y
Charleroi,Belgium,EU.,Oujda,Morocco,AF.,Y
Charleroi,Belgium,EU.,Perugia,Italy,EU.,Y
Charleroi,Belgium,EU.,Paphos,Cyprus,EU.,Y
Charleroi,Belgium,EU.,Perpignan,France,EU.,Y
Charleroi,Belgium,EU.,Palma de Mallorca,Spain,EU.,Y
Charleroi,Belgium,EU.,Pisa,Italy,EU.,Y
Charleroi,Belgium,EU.,Pescara,Italy,EU.,Y
Charleroi,Belgium,EU.,Pula,Croatia,EU.,Y
Charleroi,Belgium,EU.,Marrakech,Morocco,AF.,Y
Charleroi,Belgium,EU.,Rabat,Morocco,AF.,Y
Charleroi,Belgium,EU.,Rodez,France,EU.,Y
Charleroi,Belgium,EU.,Reus,Spain,EU.,Y
Charleroi,Belgium,EU.,Rhodos,Greece,EU.,Y
Charleroi,Belgium,EU.,Riga,Latvia,EU.,Y
Charleroi,Belgium,EU.,Rijeka,Croatia,EU.,Y
Charleroi,Belgium,EU.,Rygge,Norway,EU.,Y
Charleroi,Belgium,EU.,Santander,Spain,EU.,Y
Charleroi,Belgium,EU.,Thessaloniki,Greece,EU.,Y
Charleroi,Belgium,EU.,Lamezia,Italy,EU.,Y
Charleroi,Belgium,EU.,Sevilla,Spain,EU.,Y
Charleroi,Belgium,EU.,Tenerife,Spain,EU.,Y
Charleroi,Belgium,EU.,Podgorica,Montenegro,EU.,Y
Charleroi,Belgium,EU.,Tirgu Mures,Romania,EU.,Y
Charleroi,Belgium,EU.,Tanger,Morocco,AF.,Y
Charleroi,Belgium,EU.,Trapani,Italy,EU.,Y
Charleroi,Belgium,EU.,Torino,Italy,EU.,Y
Charleroi,Belgium,EU.,Ronchi De Legionari,Italy,EU.,Y
Charleroi,Belgium,EU.,Treviso,Italy,EU.,Y
Charleroi,Belgium,EU.,Valencia,Spain,EU.,Y
Charleroi,Belgium,EU.,Vilnius,Lithuania,EU.,Y
Charleroi,Belgium,EU.,Nea Anghialos,Greece,EU.,Y
Charleroi,Belgium,EU.,Warsaw,Poland,EU.,Y
Charleroi,Belgium,EU.,Wroclaw,Poland,EU.,Y
Charleroi,Belgium,EU.,Zadar,Croatia,EU.,Y
Charleroi,Belgium,EU.,Zaragoza,Spain,EU.,Y
Charleroi,Belgium,EU.,Zakynthos,Greece,EU.,Y
Cochstedt,Germany,EU.,Gerona,Spain,EU.,Y
Cochstedt,Germany,EU.,Palma de Mallorca,Spain,EU.,Y
Catania,Italy,EU.,Bergamo,Italy,EU.,Y
Cuneo,Italy,EU.,Alghero,Italy,EU.,Y
Cuneo,Italy,EU.,Cagliari,Italy,EU.,Y
Cuneo,Italy,EU.,Rome,Italy,EU.,Y
Cuneo,Italy,EU.,Marrakech,Morocco,AF.,Y
Cuneo,Italy,EU.,Trapani,Italy,EU.,Y
Dole,France,EU.,Porto,Portugal,EU.,Y
Dole,France,EU.,Marrakech,Morocco,AF.,Y
Dole,France,EU.,London,United Kingdom,EU.,Y
Dinard,France,EU.,East Midlands,United Kingdom,EU.,Y
Dinard,France,EU.,Leeds,United Kingdom,EU.,Y
Dinard,France,EU.,London,United Kingdom,EU.,Y
Dortmund,Germany,EU.,Malaga,Spain,EU.,Y
Dortmund,Germany,EU.,Alghero,Italy,EU.,Y
Dortmund,Germany,EU.,Faro,Portugal,EU.,Y
Dortmund,Germany,EU.,Gerona,Spain,EU.,Y
Dortmund,Germany,EU.,Krakow,Poland,EU.,Y
Dortmund,Germany,EU.,Porto,Portugal,EU.,Y
Dortmund,Germany,EU.,Palma de Mallorca,Spain,EU.,Y
Dublin,Ireland,EU.,Las Palmas,Spain,EU.,Y
Dublin,Ireland,EU.,Malaga,Spain,EU.,Y
Dublin,Ireland,EU.,Alghero,Italy,EU.,Y
Dublin,Ireland,EU.,Alicante,Spain,EU.,Y
Dublin,Ireland,EU.,Barcelona,Spain,EU.,Y
Dublin,Ireland,EU.,Bergamo,Italy,EU.,Y
Dublin,Ireland,EU.,Birmingham,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Biarritz-bayonne,France,EU.,Y
Dublin,Ireland,EU.,Bologna,Italy,EU.,Y
Dublin,Ireland,EU.,Bristol,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Bratislava,Slovakia,EU.,Y
Dublin,Ireland,EU.,Budapest,Hungary,EU.,Y
Dublin,Ireland,EU.,Beauvais,France,EU.,Y
Dublin,Ireland,EU.,Bydgoszcz,Poland,EU.,Y
Dublin,Ireland,EU.,Carcassonne,France,EU.,Y
Dublin,Ireland,EU.,Rome,Italy,EU.,Y
Dublin,Ireland,EU.,Charleroi,Belgium,EU.,Y
Dublin,Ireland,EU.,Edinburgh,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Eindhoven,Netherlands,EU.,Y
Dublin,Ireland,EU.,East Midlands,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Faro,Portugal,EU.,Y
Dublin,Ireland,EU.,Memmingen,Germany,EU.,Y
Dublin,Ireland,EU.,Fuerteventura,Spain,EU.,Y
Dublin,Ireland,EU.,Gdansk,Poland,EU.,Y
Dublin,Ireland,EU.,Gerona,Spain,EU.,Y
Dublin,Ireland,EU.,Hahn,Germany,EU.,Y
Dublin,Ireland,EU.,Ibiza,Spain,EU.,Y
Dublin,Ireland,EU.,Krakow,Poland,EU.,Y
Dublin,Ireland,EU.,Katowice,Poland,EU.,Y
Dublin,Ireland,EU.,Kaunas,Lithuania,EU.,Y
Dublin,Ireland,EU.,Leeds,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Lodz,Poland,EU.,Y
Dublin,Ireland,EU.,London,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Gran Canaria,Spain,EU.,Y
Dublin,Ireland,EU.,Liverpool,United Kingdom,EU.,Y
Dublin,Ireland,EU.,La Rochelle,France,EU.,Y
Dublin,Ireland,EU.,London,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Lublin,Poland,EU.,Y
Dublin,Ireland,EU.,Madrid,Spain,EU.,Y
Dublin,Ireland,EU.,Manchester,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Murcia,Spain,EU.,Y
Dublin,Ireland,EU.,Malta,Malta,EU.,Y
Dublin,Ireland,EU.,Marseille,France,EU.,Y
Dublin,Ireland,EU.,Maastricht,Netherlands,EU.,Y
Dublin,Ireland,EU.,Nice,France,EU.,Y
Dublin,Ireland,EU.,Newcastle,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Nantes,France,EU.,Y
Dublin,Ireland,EU.,Stockholm,Sweden,EU.,Y
Dublin,Ireland,EU.,Porto,Portugal,EU.,Y
Dublin,Ireland,EU.,Prestwick,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Palma de Mallorca,Spain,EU.,Y
Dublin,Ireland,EU.,Palermo,Italy,EU.,Y
Dublin,Ireland,EU.,Poznan,Poland,EU.,Y
Dublin,Ireland,EU.,Pisa,Italy,EU.,Y
Dublin,Ireland,EU.,Rodez,France,EU.,Y
Dublin,Ireland,EU.,Reus,Spain,EU.,Y
Dublin,Ireland,EU.,Riga,Latvia,EU.,Y
Dublin,Ireland,EU.,Rygge,Norway,EU.,Y
Dublin,Ireland,EU.,Rzeszow,Poland,EU.,Y
Dublin,Ireland,EU.,Santander,Spain,EU.,Y
Dublin,Ireland,EU.,London,United Kingdom,EU.,Y
Dublin,Ireland,EU.,Sevilla,Spain,EU.,Y
Dublin,Ireland,EU.,Berlin,Germany,EU.,Y
Dublin,Ireland,EU.,Szczecin,Poland,EU.,Y
Dublin,Ireland,EU.,Tenerife,Spain,EU.,Y
Dublin,Ireland,EU.,Tallinn-ulemiste International,Estonia,EU.,Y
Dublin,Ireland,EU.,Treviso,Italy,EU.,Y
Dublin,Ireland,EU.,Tours,France,EU.,Y
Dublin,Ireland,EU.,Valencia,Spain,EU.,Y
Dublin,Ireland,EU.,Vilnius,Lithuania,EU.,Y
Dublin,Ireland,EU.,Warsaw,Poland,EU.,Y
Dublin,Ireland,EU.,Wroclaw,Poland,EU.,Y
Dublin,Ireland,EU.,Zadar,Croatia,EU.,Y
St-Etienne,France,EU.,Fes,Morocco,AF.,Y
St-Etienne,France,EU.,Porto,Portugal,EU.,Y
Edinburgh,United Kingdom,EU.,Las Palmas,Spain,EU.,Y
Edinburgh,United Kingdom,EU.,Malaga,Spain,EU.,Y
Edinburgh,United Kingdom,EU.,Alicante,Spain,EU.,Y
Edinburgh,United Kingdom,EU.,Barcelona,Spain,EU.,Y
Edinburgh,United Kingdom,EU.,Billund,Denmark,EU.,Y
Edinburgh,United Kingdom,EU.,Bologna,Italy,EU.,Y
Edinburgh,United Kingdom,EU.,Bordeaux,France,EU.,Y
Edinburgh,United Kingdom,EU.,Bremen,Germany,EU.,Y
Edinburgh,United Kingdom,EU.,Bratislava,Slovakia,EU.,Y
Edinburgh,United Kingdom,EU.,Beauvais,France,EU.,Y
Edinburgh,United Kingdom,EU.,Beziers,France,EU.,Y
Edinburgh,United Kingdom,EU.,Cagliari,Italy,EU.,Y
Edinburgh,United Kingdom,EU.,Kerkyra/corfu,Greece,EU.,Y
Edinburgh,United Kingdom,EU.,Rome,Italy,EU.,Y
Edinburgh,United Kingdom,EU.,Charleroi,Belgium,EU.,Y
Edinburgh,United Kingdom,EU.,Dublin,Ireland,EU.,Y
Edinburgh,United Kingdom,EU.,Faro,Portugal,EU.,Y
Edinburgh,United Kingdom,EU.,Memmingen,Germany,EU.,Y
Edinburgh,United Kingdom,EU.,Fuerteventura,Spain,EU.,Y
Edinburgh,United Kingdom,EU.,Gdansk,Poland,EU.,Y
Edinburgh,United Kingdom,EU.,Gothenborg,Sweden,EU.,Y
Edinburgh,United Kingdom,EU.,Hahn,Germany,EU.,Y
Edinburgh,United Kingdom,EU.,Krakow,Poland,EU.,Y
Edinburgh,United Kingdom,EU.,Katowice,Poland,EU.,Y
Edinburgh,United Kingdom,EU.,Kaunas,Lithuania,EU.,Y
Edinburgh,United Kingdom,EU.,Lodz,Poland,EU.,Y
Edinburgh,United Kingdom,EU.,Gran Canaria,Spain,EU.,Y
Edinburgh,United Kingdom,EU.,Malta,Malta,EU.,Y
Edinburgh,United Kingdom,EU.,Marseille,France,EU.,Y
Edinburgh,United Kingdom,EU.,Weeze,Germany,EU.,Y
Edinburgh,United Kingdom,EU.,Stockholm,Sweden,EU.,Y
Edinburgh,United Kingdom,EU.,Poitiers,France,EU.,Y
Edinburgh,United Kingdom,EU.,Palma de Mallorca,Spain,EU.,Y
Edinburgh,United Kingdom,EU.,Poznan,Poland,EU.,Y
Edinburgh,United Kingdom,EU.,Pisa,Italy,EU.,Y
Edinburgh,United Kingdom,EU.,Santander,Spain,EU.,Y
Edinburgh,United Kingdom,EU.,Szczecin,Poland,EU.,Y
Edinburgh,United Kingdom,EU.,Tenerife,Spain,EU.,Y
Edinburgh,United Kingdom,EU.,Sandefjord,Norway,EU.,Y
Keffallinia,Greece,EU.,Bergamo,Italy,EU.,Y
Keffallinia,Greece,EU.,Pisa,Italy,EU.,Y
Keffallinia,Greece,EU.,London,United Kingdom,EU.,Y
Bergerac,France,EU.,Bristol,United Kingdom,EU.,Y
Bergerac,France,EU.,Charleroi,Belgium,EU.,Y
Bergerac,France,EU.,East Midlands,United Kingdom,EU.,Y
Bergerac,France,EU.,Liverpool,United Kingdom,EU.,Y
Bergerac,France,EU.,Weeze,Germany,EU.,Y
Bergerac,France,EU.,Marrakech,Morocco,AF.,Y
Bergerac,France,EU.,London,United Kingdom,EU.,Y
Eindhoven,Netherlands,EU.,Las Palmas,Spain,EU.,Y
Eindhoven,Netherlands,EU.,Agadir,Morocco,AF.,Y
Eindhoven,Netherlands,EU.,Malaga,Spain,EU.,Y
Eindhoven,Netherlands,EU.,Alghero,Italy,EU.,Y
Eindhoven,Netherlands,EU.,Alicante,Spain,EU.,Y
Eindhoven,Netherlands,EU.,Brindisi,Italy,EU.,Y
Eindhoven,Netherlands,EU.,Bergamo,Italy,EU.,Y
Eindhoven,Netherlands,EU.,Bordeaux,France,EU.,Y
Eindhoven,Netherlands,EU.,Budapest,Hungary,EU.,Y
Eindhoven,Netherlands,EU.,Carcassonne,France,EU.,Y
Eindhoven,Netherlands,EU.,Chania,Greece,EU.,Y
Eindhoven,Netherlands,EU.,Rome,Italy,EU.,Y
Eindhoven,Netherlands,EU.,Dublin,Ireland,EU.,Y
Eindhoven,Netherlands,EU.,Faro,Portugal,EU.,Y
Eindhoven,Netherlands,EU.,Fes,Morocco,AF.,Y
Eindhoven,Netherlands,EU.,Gerona,Spain,EU.,Y
Eindhoven,Netherlands,EU.,Ibiza,Spain,EU.,Y
Eindhoven,Netherlands,EU.,Krakow,Poland,EU.,Y
Eindhoven,Netherlands,EU.,Gran Canaria,Spain,EU.,Y
Eindhoven,Netherlands,EU.,Malta,Malta,EU.,Y
Eindhoven,Netherlands,EU.,Marseille,France,EU.,Y
Eindhoven,Netherlands,EU.,Stockholm,Sweden,EU.,Y
Eindhoven,Netherlands,EU.,Porto,Portugal,EU.,Y
Eindhoven,Netherlands,EU.,Palma de Mallorca,Spain,EU.,Y
Eindhoven,Netherlands,EU.,Pisa,Italy,EU.,Y
Eindhoven,Netherlands,EU.,Marrakech,Morocco,AF.,Y
Eindhoven,Netherlands,EU.,Reus,Spain,EU.,Y
Eindhoven,Netherlands,EU.,London,United Kingdom,EU.,Y
Eindhoven,Netherlands,EU.,Sevilla,Spain,EU.,Y
Eindhoven,Netherlands,EU.,Trapani,Italy,EU.,Y
Eindhoven,Netherlands,EU.,Warsaw,Poland,EU.,Y
East Midlands,United Kingdom,EU.,Las Palmas,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Malaga,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Alicante,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Barcelona,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Bergamo,Italy,EU.,Y
East Midlands,United Kingdom,EU.,Carcassonne,France,EU.,Y
East Midlands,United Kingdom,EU.,Kerkyra/corfu,Greece,EU.,Y
East Midlands,United Kingdom,EU.,Chania,Greece,EU.,Y
East Midlands,United Kingdom,EU.,Rome,Italy,EU.,Y
East Midlands,United Kingdom,EU.,Dinard,France,EU.,Y
East Midlands,United Kingdom,EU.,Dublin,Ireland,EU.,Y
East Midlands,United Kingdom,EU.,Bergerac,France,EU.,Y
East Midlands,United Kingdom,EU.,Faro,Portugal,EU.,Y
East Midlands,United Kingdom,EU.,Fuerteventura,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Gerona,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Ibiza,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Krakow,Poland,EU.,Y
East Midlands,United Kingdom,EU.,Lodz,Poland,EU.,Y
East Midlands,United Kingdom,EU.,Almeria,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Limoges,France,EU.,Y
East Midlands,United Kingdom,EU.,Gran Canaria,Spain,EU.,Y
East Midlands,United Kingdom,EU.,La Rochelle,France,EU.,Y
East Midlands,United Kingdom,EU.,Menorca,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Murcia,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Marseille,France,EU.,Y
East Midlands,United Kingdom,EU.,Connaught,Ireland,EU.,Y
East Midlands,United Kingdom,EU.,Palma de Mallorca,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Poznan,Poland,EU.,Y
East Midlands,United Kingdom,EU.,Pisa,Italy,EU.,Y
East Midlands,United Kingdom,EU.,Reus,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Rhodos,Greece,EU.,Y
East Midlands,United Kingdom,EU.,Riga,Latvia,EU.,Y
East Midlands,United Kingdom,EU.,Rzeszow,Poland,EU.,Y
East Midlands,United Kingdom,EU.,Berlin,Germany,EU.,Y
East Midlands,United Kingdom,EU.,Tenerife,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Treviso,Italy,EU.,Y
East Midlands,United Kingdom,EU.,Valencia,Spain,EU.,Y
East Midlands,United Kingdom,EU.,Warsaw,Poland,EU.,Y
East Midlands,United Kingdom,EU.,Wroclaw,Poland,EU.,Y
East Midlands,United Kingdom,EU.,Zadar,Croatia,EU.,Y
Essadouira,Morocco,AF.,Charleroi,Belgium,EU.,Y
Essadouira,Morocco,AF.,Marseille,France,EU.,Y
Faro,Portugal,EU.,Birmingham,United Kingdom,EU.,Y
Faro,Portugal,EU.,Billund,Denmark,EU.,Y
Faro,Portugal,EU.,Bournemouth,United Kingdom,EU.,Y
Faro,Portugal,EU.,Bremen,Germany,EU.,Y
Faro,Portugal,EU.,Bristol,United Kingdom,EU.,Y
Faro,Portugal,EU.,Beauvais,France,EU.,Y
Faro,Portugal,EU.,Cologne,Germany,EU.,Y
Faro,Portugal,EU.,Charleroi,Belgium,EU.,Y
Faro,Portugal,EU.,Dortmund,Germany,EU.,Y
Faro,Portugal,EU.,Dublin,Ireland,EU.,Y
Faro,Portugal,EU.,Edinburgh,United Kingdom,EU.,Y
Faro,Portugal,EU.,Eindhoven,Netherlands,EU.,Y
Faro,Portugal,EU.,East Midlands,United Kingdom,EU.,Y
Faro,Portugal,EU.,Karlsruhe/Baden-Baden,Germany,EU.,Y
Faro,Portugal,EU.,Memmingen,Germany,EU.,Y
Faro,Portugal,EU.,Hahn,Germany,EU.,Y
Faro,Portugal,EU.,Kerry,Ireland,EU.,Y
Faro,Portugal,EU.,Leeds,United Kingdom,EU.,Y
Faro,Portugal,EU.,Londonderry,United Kingdom,EU.,Y
Faro,Portugal,EU.,Leipzig,Germany,EU.,Y
Faro,Portugal,EU.,Liverpool,United Kingdom,EU.,Y
Faro,Portugal,EU.,Manchester,United Kingdom,EU.,Y
Faro,Portugal,EU.,Maastricht,Netherlands,EU.,Y
Faro,Portugal,EU.,Connaught,Ireland,EU.,Y
Faro,Portugal,EU.,Weeze,Germany,EU.,Y
Faro,Portugal,EU.,Stockholm,Sweden,EU.,Y
Faro,Portugal,EU.,Porto,Portugal,EU.,Y
Faro,Portugal,EU.,Cork,Ireland,EU.,Y
Faro,Portugal,EU.,Prestwick,United Kingdom,EU.,Y
Faro,Portugal,EU.,Rygge,Norway,EU.,Y
Faro,Portugal,EU.,London,United Kingdom,EU.,Y
Fes,Morocco,AF.,Barcelona,Spain,EU.,Y
Fes,Morocco,AF.,Bergamo,Italy,EU.,Y
Fes,Morocco,AF.,Beauvais,France,EU.,Y
Fes,Morocco,AF.,Rome,Italy,EU.,Y
Fes,Morocco,AF.,Charleroi,Belgium,EU.,Y
Fes,Morocco,AF.,St-Etienne,France,EU.,Y
Fes,Morocco,AF.,Eindhoven,Netherlands,EU.,Y
Fes,Morocco,AF.,Nimes,France,EU.,Y
Fes,Morocco,AF.,Hahn,Germany,EU.,Y
Fes,Morocco,AF.,Lille,France,EU.,Y
Fes,Morocco,AF.,Marseille,France,EU.,Y
Fes,Morocco,AF.,Weeze,Germany,EU.,Y
Fes,Morocco,AF.,Nantes,France,EU.,Y
Fes,Morocco,AF.,Pisa,Italy,EU.,Y
Fes,Morocco,AF.,London,United Kingdom,EU.,Y
Karlsruhe/Baden-Baden,Germany,EU.,Las Palmas,Spain,EU.,Y
Karlsruhe/Baden-Baden,Germany,EU.,Malaga,Spain,EU.,Y
Karlsruhe/Baden-Baden,Germany,EU.,Alicante,Spain,EU.,Y
Karlsruhe/Baden-Baden,Germany,EU.,Bari,Italy,EU.,Y
Karlsruhe/Baden-Baden,Germany,EU.,Cagliari,Italy,EU.,Y
Karlsruhe/Baden-Baden,Germany,EU.,Rome,Italy,EU.,Y
